,username,beername,user_rating,user_review
76,REVZEB,Barrel Aged Imperial German Chocolate Cupcake Stout,4.34,"Had after having the non-ba version. Yeah, the barrel helped! Instead of a sugary finish, now there is a sweet and booze concoction. The barrel isn't complex but it smooths out the balance here, allowing the coconut, vanilla and chocolate to shine without any getting too strong. Smell really shows this off, where taste the cumulative sweetness does start to get on the radar. Still a very good dessert stout"
77,PDinunzi,Barrel Aged Imperial German Chocolate Cupcake Stout,1.45,My bottle was heavily infected. 2022. Anyone else have this happen?
78,CarolinaCardinals,Fundamental Observation,4.49,"Received a 2022 bottle from @Beersnake1 3-13-23. Reviewed 12-14-23.

Beer poured black with a very nice tan head with the initial pour-4.25.

Nose is awesome as i am getting a medium roasted malt base that absorbs the rest in the bourbon barrels which lends notes of cocoa and bourbon. The vanilla adjunct is very prevalent and lends a nice tangent-4.5.

Taste is a medium roasted malt base that gives a big dose of vanilla up front with the barrels lingering in the background. With subsequent sips the blast of vanilla is coalescing with the barrels and am getting cocoa presumably from the choice of malts used. Finishes almost sweet but hopping and the barrels take that away-4.5.

Mouthfeel is very good as the large malt base is very viscous and each sip delightfully smooth-4.5.

Overall, initially graded Taste at 4.25 because it seemed to have too much vanilla but as my palate acclimated everything came together very nicely. A big thanks to Tim for a very generous trade! Overall rating 4.49."
79,Braunmeister_1943,Fundamental Observation,4.84,"L- A glorious ebony with a dark brown 
head.

S- BA Bourbon booze upfront with some 
very ripe stone fruit and raisins.

T- Vanilla, vanilla, vanilla upfront and 
very pleasant. Some hops and slight 
bitter dark chocolate.

F- Quite viscous and velvety smooth 
mouthfeel with very delicate carbonation.

O- World class is an understatement!
Other worldly phenomal is apt!"
80,Rug,Fundamental Observation,4.54,"2023 vintage

Afterr being impressed by my first few Bottle Logic beers, I’ve landed their white whale. This currently sits as the 17th highest rated beer on BA, their highest rated brew. I’ve been wanting to try this one for quite some time, so let’s just get right into it

Pours completely pitch black with 2 fingers of frothy dark brown head that slowly fades to a ring and leaves minimal lacing

The nose is sweet but quite complex. I’m picking up on aromas of vanilla bean, burnt caramel, earthy bourbon, brown sugar, molasses, toasted oak, walnut, chocolate fudge, raisin, and light roast coffee

It’s very similar in taste and I have absolutely no complaints about that. On the front end of the sip I’m tasting chocolate fudge, vanilla bean, dark bread, caramel, medium roast coffee, sweet bourbon, charred oak, raisin, brown sugar, and light molasses. The swallow brings notes of toasted oak, molasses, vanilla bean, walnut, dark chocolate, medium roast coffee, black cherry, burnt caramel, sweet bourbon, and raisin

A medium full body pairs with gentle tingling carbonation, resulting in a silky beer. Finishes surprisingly dry for how sweet it is and drinks below its abv

Oh man, this one absolutely lives up to the hype! I was a bit hesitant given how sweet it is, but it remains very balanced throughout. Great stuff"
81,dafla67,Fundamental Observation,4.71,"Pours a deep, dark brown color. Aroma is a wonderful combination of rich chocolate, deep vanilla with hints of bourbon and dark fruits. Taste is really intense combination following nose -- dark chocolate, strong vanilla, fruity and bourbon flavors. Mouthfeel is full bodied. Overall incredible stout."
82,Jwale73,Fundamental Observation,4.44,"2022 vintage (batch 8) served in my Bruery snifter. Pours one shade shy of black. Complexion is opaque. Head ins loose and mocha-colored and quickly disperses into a tight band around the shoulders and an oily slick across the surface. Nose is decadent vanilla, caramel, cocoa and spirits. This is going to be decadently sweet! Taste follows nose - spirits are subdued and only come out at the finish. The rest is just pure candy. Mouthfeel is medium in body with a semi-still carbonation. Overall, an amazing imperial stout."
83,SpeedwayJim,Fundamental Observation,4.54,"500ml capped bottle into a BBT snifter. 

Pours with a 1 finger dark mocha head. Beer pours heavy, pitch black, viscous. Sticky, mocha legs. Nose is chocolate, vanilla, molasses, and barrel. Pungent and rich. Beer opens chocolate, vanilla, and fudge. Hints of cocoa powder and roasted malt. Big barrel overtones. More vanilla and molasses in the finish. Body is full with low carbonation. Sticky and viscous on the palate and goes down warm with a long, lingering, sticky aftertaste.

This is great. Simple but well made. Amazing body."
84,BubalooBrewMaster,Fundamental Observation,4.89,One of my favorites from BL... I only had B1 a few years ago but Im catching up on my reviews.
85,Whyteboar,Fundamental Observation,4.68,"Received from a generous person in a NBS BIF back in 2020 and split with a friend soon thereafter. This is from the notes.
Pours the color of strong coffee (""Stout Black"" I like to call it) and is light blocking dark in the glass with just a little walnut hue on the edges. The deep brown head is inviting and slow to dissipate.
The aroma gave me vanilla first, bourbon second, and the menagerie of dark fruits, chocolate, coffee, wood, char that make up the malts contribution to the smells. Very nice, if a little more vanilla than expected.
The taste was solid. The vanilla, so heavily featured in the aroma, was first on the tongue, followed and overwhelmed my the coffee-chocolate-dark fruits almost cake like in effect; not sweet exactly, just decadent (if that makes any sense) The bourbon was in the swallow, terminating the pastry party effectively.
The feel was a viscous pleasure. For such an ABV I like something with heft, or body - to sip and savor, not quaff down like some AAL. This nicely fits my preferences almost perfectly.
Would love to try again, but glad I got to try it at least once."
86,AzfromOz,Fundamental Observation,4.23,"Received from the ever-generous @turkeysdrinkbeer in August 2022, and drunk in May 2023. 

L: Thick, jet black. Utterly still. There's a thin coat of rusty, coppered-coloured foam atop the glass. 

S: Umami roastiness, booze, vanilla, dark chocolate, cocoa, and ethereal spirit notes from the bourbon. Surprisingly, this didn't change much as the beer warmed. 

T: Vanilla and bourbon notes dominate the initial swallow, and then a wave of booze crashes over the top, burning throat, tongue and larynx like a good RIS should. There's a tangy hit of malt and then a retronasal whack of cookie dough settles in and lingers long. Warmth settles in the stomach and a medicinal sweetness slides in after the cookie dough fades. There's an excellent balance to this beer - there's no danger of cloying sweetness, nor is there so much stickiness that wasps begin to hover expectantly around my head. 

M: Mouthfeel is thick and unctuous - there's minimal carbonation but it suits the beer well. As noted above there's warmth seeping lazily through my body at the halfway mark of this one, and it settles deep and comfortably, like an old, familiar couch.

O: This is an enjoyable but intense beer experience. There's no likelihood of a second beer after you've spent an hour or so in the company of this beer, but the size of this beer means that's not a problem. 

Cheers! 
#242"
87,mschrei,Fundamental Observation,4.75,"A real sweet treat. It’s like a piece of Portillo’s chocolate cake soaked in some tasty bourbon and then poured into a glass. Plenty of vanilla presence too. Full bodied, big, bold, boozy, and in no way overly thick, oily, or cloying. A nice slow sipper, because it really improves and opens up as it sits in the glass for a few hours."
88,Hobbs87,Very Hazy,4.36,Another really good beer from Tree House Brewing. I wouldn't personally say it’s as good as King Julius but more people may prefer since it’s not as strong and sweet. It’s between Gggreen and KJ. Has a very nice aroma and orange citrus taste but not overwhelming by any means. Highly recommend it.
89,Darkmagus82,Very Hazy,4.42,"Poured from a can into a teku glass 
Appearance – As the name hinted at, the beer pours a super hazy orange juice and tangerine color with a big rocky head of white foam. The head has an amazing level of retention, fading slowly over time and leaving a ton of foamy lace on the sides of the glass. 
Smell – The aroma is heavy of a orange juice and tropical fruit aroma of tangerine, pineapple and a bit of mango. Along with these aromas comes some strong herbal and floral smells as well as a bit of a grapefruit hop. Other aromas of passionfruit and a bit of lemon and lime are in there as well. With notes of apricot and peach, and a bit of bread rounding it all out a rather inviting aroma is produced overall.
Taste – The taste starts out with a bready and chewy doughy flavor mixed with lots of fruit. The fruit is heaviest of a tropical nature, with lots of tangerine, papaya, pineapple, and passionfruit, but the taste also has a decent showing of apricot and pear. The hops are there from the start, with a decent showing of a herbal and earthy hop flavor paired with some grapefruit. The hop grows stronger as the taste advances, all while the sweet fades a tad. Some more dankness comes to the tongue at the end of the taste transition, and with a bit of mustiness and a raw green hop taste, one is left with a rather malty and juicy, well hopped taste to linger on the tongue.
Mouthfeel – The body of the brew is very thick and chewy with a moderate level of carbonation. Great for the higher abv, malty nature, and mix of hop. Rather well done on the feel.
Overall – Another, slightly more malty, fresh hopped, and thicker, but balanced and very enjoyable brew. Well worth a try if you have the opportunity."
